verse_key,version_id,eng,local
MAT.16.13,555,"Now when Jesus came to the area of Caesarea Philippi, he asked his disciples, Who do people say the Human One is? .","Pʋwayɩ lɛ, Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa powolo Sezaaree Filiipu hɔɔlʋʋ taa. Pɩkɛdaa lɛ, ɛpɔzɩ-wɛ se: «Ɛyáa tɔŋ se Ɛyʋ Pɩyalʋ ma, ma lɛ anɩ?»."
MAT.16.14,555,"They replied, Some say John the Baptist, others Elijah, and still others Jeremiah or one of the other prophets.",Pocosi-i se: «Nabɛyɛ tɔŋ se ña lɛ Lɩm Sɔʋ Sɔnzɩ Laɖʋ Yohanɛɛsɩ. Lɛlaa se ña lɛ Elii weyi paaɖaŋaa yɔ nɛ lɛlaa se ña lɛ Yereemii yaa náyaa taa lɛlʋ.».
MAT.16.15,555,"He said, And what about you? Who do you say that I am? .","Peeɖe ɛpɔzɩ-wɛ se: «Mɩ yɔ, mɩhʋʋ se ma lɛ anɩ?»."
MAT.16.16,555,"Simon Peter said, You are the Christ, the Son of the living God.","Ɛlɛ́, Siimɔɔ Pɩyɛ cosi-i se: «Ña lɛ Weyi Ɛsɔ Lɩzaa Yɔ. Ña lɛ Ɛsɔ wezuu tʋ Pɩyalʋ.»."
MAT.16.17,555,"Then Jesus replied, Happy are you, Simon son of Jonah, because no human has shown this to you. Rather my Father who is in heaven has shown you.","Peeɖe Yesu heyi-i se: «Yoonaasɩ pɩyalʋ Siimɔɔ! Ŋhiɣ ña-tɩ! Mbʋ́ pʋyɔɔ yɔ, pɩtɛkɛ ɛyʋ nɔɔyʋ heyini-ŋ-tʋ. Ɛlɛ́, man-Caa weyi ɛwɛ ɛsɔdaa yɔ, ɛwɩlɩnɩ-ŋ-tʋ."
MAT.16.18,555,I tell you that you are Peter. And Ill build my church on this rock. The gates of the underworld wont be able to stand against it.,"Ma lɛ, meheyiɣ-ŋ se: ña mayaɣ se Pɩyɛ. Pɩyɛ ńɖɩ́ ɖɩ-yɔɔ manɖʋʋ mɛ-ŋgbɛyɛ. Sɩm maɣmaɣ ɛɛpɩzɩɣ pɩlabɩ-ɖɩ pʋyʋ."
MAT.16.19,555,Ill give you the keys of the kingdom of heaven. Anything you fasten on earth will be fastened in heaven. Anything you loosen on earth will be loosened in heaven. .,"Mɔnkɔŋ-ŋ cɛlʋʋ Ɛsɔ Kewiyaɣ nɔnɔɔ ñɩma: mbʋ́ ŋkiziɣ se pataala tataa cɩnɛ yɔ, Ɛsɔ kiziɣ se pataalabɩ-pʋ ɖɔɖɔ, nɛ mbʋ́ ŋtisiɣ se pala tataa cɩnɛ yɔ, etisiɣ se palabɩ-pʋ ɖɔɖɔ.»."
MAT.16.20,555,Then he ordered the disciples not to tell anybody that he was the Christ.,Peeɖe Yesu paɣ́ ɛ-tɔmkpɛlɩkɩyaa se pataala nɛ nɔɔyʋ nɩɩ se ɛnʋ lɛ Weyi Ɛsɔ Lɩzaa Yɔ.
MAT.16.21,555,"From that time Jesus began to show his disciples that he had to go to Jerusalem and suffer many things from the elders, chief priests, and legal experts, and that he had to be killed and raised on the third day.","Alɩwaatʋ ńdʋ́ʋ́ Yesu pazɩ ɛ-tɔmkpɛlɩkɩyaa yɔɔdɩnaʋ nɛ ɛkaɖɩ-wɛ se pʋwɛɛ se ewolo Yeruusalɛm nɛ ɛtɔɔ kʋñɔŋ siŋŋ Yuda ñɩma sɔsaa nɛ pɔ-cɔjɔnaa sɔsaa nɛ pa-paɣtʋ wɩlɩyaa pe-nesi taa nɛ pakʋ-ɩ nɛ ɛsɩ nɛ kɩyakɩŋ naadozo wiye lɛ, Ɛsɔ fezi-i."
MAT.16.22,555,"Then Peter took hold of Jesus and, scolding him, began to correct him: God forbid, Lord! This wont happen to you.",Peeɖe Pɩyɛ ya-ɩ nɛ ɛkɛsɩ-ɩ kɩjaʋ nɛ ɛkalɩ-ɩ se: «Kɩpaɣlʋ! Ɛsɔ huuzuu ñɔ-yɔɔ. Nabʋyʋ ɛɛlakɩ-ŋ kaʋ!».
MAT.16.23,555,"But he turned to Peter and said, Get behind me, Satan. You are a stone that could make me stumble, for you are not thinking Gods thoughts but human thoughts. .","Ɛlɛ́, ekisini Pɩyɛ yɔɔ nɛ eheyi-i se: «Satanɩ, ɖɛɛ mɔ-yɔɔ! Ŋcaɣ se ŋtuuli-m ma-nʋmɔʋ taa. Mbʋ́ pʋyɔɔ yɔ, ña-lɩmaɣza tɛkɛ Ɛsɔ ñɩna, ɛyáa ñɩna akɛnaa.»."
MAT.16.24,555,"Then Jesus said to his disciples, All who want to come after me must say no to themselves, take up their cross, and follow me.","Pʋwayɩ lɛ, Yesu heyi ɛ-tɔmkpɛlɩkɩyaa se: «Weyi e-liu wɛɛ se ɛtɩŋɩɣ ma-wayɩ yɔ, pʋwɛɛ se ɛsɔɔ ɛ-maɣmaɣ ɛ-yɔɔ, etisi nɛ ɛtɔɔ kʋñɔŋ siŋŋ ."
MAT.16.25,555,All who want to save their lives will lose them. But all who lose their lives because of me will find them.,"Mbʋ́ pʋyɔɔ yɔ, weyi ɛñɩnɩɣ se ɛya ɛ-maɣmaɣ ɛ-ñʋʋ yɔ, ɛtɛŋnɩ-kʋ lesuu. Weyi ɛ́lɛ́ sɩkɩ mɔ-yɔɔ yɔ, ehikiɣ wezuu."
MAT.16.26,555,Why would people gain the whole world but lose their lives? What will people give in exchange for their lives?.,"Yee ɛyʋ ehiɣ kedeŋa yɔɔ cɩnɛ ñɩm tɩŋa payɩ nɛ elesi e-wezuu lɛ, pʋwazɩɣ-ɩ we? Ɛbɛ pʋdʋ pɩzɩɣ ɛkpaɣ nɛ ɛlɛɣzɩ ku-lone taa?."
MAT.16.27,555,For the Human One is about to come with the majesty of his Father with his angels. And then he will repay each one for what that person has done.,Ɛyʋ Pɩyalʋ nɛ Ɛsɔ tiyiyaa pɛkpɛndɩɣnɩ ɛ-Caa Ɛsɔ koboyaɣ nɛ pɔkɔɔ nɛ ɛhɛyɩ paa weyi mbʋ́ ɛlaba yɔ pʋ-yɔɔ.
MAT.16.28,555,I assure you that some standing here wont die before they see the Human One coming in his kingdom. .,"Toovenim lɛ, meheyiɣ-mɩ se: mbá pɛwɛ cɩnɛ yɔ, pa-taa lɛlaa naɣ Ɛyʋ Pɩyalʋ ma alɩwaatʋ ndʋ́ mɔnkɔŋ mɔntɔɔ kewiyaɣ yɔ nɛ pʋcɔ pasɩ.»."
MAT.9.1,555,"Boarding a boat, Jesus crossed to the other side of the lake and went to his own city.","Pʋwayɩ lɛ, Yesu kpa kpɩyʋʋ taa nɛ ɛtɛzɩɣ teŋgu se ɛpɩsɩ ɛ-tɛ."
MAT.9.2,555,"People brought to him a man who was paralyzed, lying on a cot. When Jesus saw their faith, he said to the man who was paralyzed, Be encouraged, my child, your sins are forgiven. .","Ɛtalaa lɛ, ɛnaɣ ɛyáa nabɛyɛ, powokaɣnɩ kalɩkalaɣ nakɛyɛ ɛ-cɔlɔ, kɛhɛnɩ ka-ñalʋʋ yɔɔ. Powokaɣnɩ-kɛ se ɛla nɛ kɔ-yɔɔ cɛ. Ɛnawa se ɛyáa ḿbá pɛwɛnɩ lidaʋ ɛ-yɔɔ lɛ, eheyi kalɩkalaɣ ŋ́gá se: «Man-taabalʋ! Đɔkɩ ña-tɩ, mbʋ́ pʋyɔɔ yɔ, menkpeɣ-ŋ ña-kɩwɛɛkɩm.»."
MAT.9.3,555,"Some legal experts said among themselves, This man is insulting God.",Peeɖe paɣtʋ wɩlɩyaa nabɛyɛ yɔɔdaɣnɩ ɖama se: «Abalʋ ɛnɛ ɛwɛɛkɩɣ Ɛsɔ hɩɖɛ!».
MAT.9.4,555,"But Jesus knew what they were thinking and said, Why do you fill your minds with evil things?.","Yesu na pa-lɩmaɣza ḿbʋ́ lɛ, ɛpɔzɩ-wɛ se: «Pɩlabɩ ɛzɩma nɛ ɩwɛnɩ lɩmaɣza kɩdɛkɛdɛɛ ḿbʋ́?."
MAT.9.5,555,"Which is easier—to say, Your sins are forgiven, or to say, Get up and walk?.","Yee meheyi kalɩkalaɣ ŋ́gá se menkpeɣ-kɛ ka-kɩwɛɛkɩm yaa kakʋyɩ kɔɖɔ, tɩ-naalɛ tɩ-taa lɛ, ndʋ́ tɩfɛyɩ kaɖɛ?."
MAT.9.6,555,"But so you will know that the Human One has authority on the earth to forgive sins —he said to the man who was paralyzed— Get up, take your cot, and go home. .",Mancaɣ mawɩlɩ-mɩ se Ɛyʋ Pɩyalʋ wɛnɩ ɖoŋ se ekpeɣ ɛyáa pa-kɩwɛɛkɩm kedeŋa yɔɔ cɩnɛ.» Peeɖe eheyi kalɩkalaɣ ŋ́gá se: «Ña! Kʋyɩ ŋkpaɣ ña-ñalʋʋ nɛ ŋkpe.».
MAT.9.7,555,The man got up and went home.,Abalʋ ɛnʋ ɛkʋyɩ nɛ ekpe ɛ-tɛ.
MAT.9.8,555,"When the crowds saw what had happened, they were afraid and praised God, who had given such authority to human beings.","Ɛyáa sakɩyɛ mbá paawɛɛ yɔ pana ḿbʋ́ lɛ, sɔɔndʋ kpa-wɛ nɛ pasa Ɛsɔ ɛzɩma mbʋ́ ɛha ɛyáa ɖoŋ ɛnʋ yɔ pʋ-yɔɔ."
MAT.9.9,555,"As Jesus continued on from there, he saw a man named Matthew sitting at a kiosk for collecting taxes. He said to him, Follow me, and he got up and followed him.","Pʋwayɩ lɛ, Yesu tasɩ wobu nɛ ɛsɩndaa nɛ ɛna abalʋ weyi payaɣ se Maatiyee yɔ, ɛcaɣ tikee ɖɩmʋyɛ. Peeɖe Yesu heyi-i se: «Kʋyɩ ŋtɩŋ-m!» Ɛ́lɛ́ kʋyɩ ɖɔɖɔ nɛ ɛtɩŋ-ɩ."
MAT.9.10,555,"As Jesus sat down to eat in Matthews house, many tax collectors and sinners joined Jesus and his disciples at the table.","Pɩkɛdaa lɛ, Yesu wolo ɖɩɣa nɛ ɛcaɣ tɔɔnaɣ ɖɩtɔɔyɛ. Tikee mʋyaa sakɩyɛ nɛ kɩwɛɛkɩm laɖaa lɛlaa paawɛ peeɖe nɛ pa nɛ ɩ nɛ ɛ-tɔmkpɛlɩkɩyaa pɔtɔkɩ tɔɔnaɣ."
MAT.9.11,555,"But when the Pharisees saw this, they said to his disciples, Why does your teacher eat with tax collectors and sinners.","Ŋgʋ́, Farɩsɩ ñɩma nabɛyɛ kana-wɛ ḿbʋ́. Peeɖe pɔpɔzɩ Yesu tɔmkpɛlɩkɩyaa se: «Pɩlabɩ ɛzɩma nɛ mɩ-caa nɛ tikee mʋyaa nɛ kɩwɛɛkɩm laɖaa lɛlaa pɛkpɛndɩ nɛ pɔtɔkɩ?»."
MAT.9.12,555,"When Jesus heard it, he said, Healthy people dont need a doctor, but sick people do.","Yesu nɩ ḿbʋ́ lɛ, ecosi-wɛ se: «Pɩtɛkɛ alaafɩya tɩnaa pʋpɔzʋʋ se powolo fɛɖaa tɛ, kʋdɔndɩnaa pʋpɔzʋʋ se powolo."
MAT.9.13,555,"Go and learn what this means: I want mercy and not sacrifice . I didnt come to call righteous people, but sinners. .","Iwolo ɩñɩnɩ Ɛsɔtɔm Takayaɣ taa tɔm ndʋ́ pamawa yɔ tɩ-tɔbʋʋ. Ńdʋ́ lɛ se: ‹Ma Ɛsɔ mɔntɔsɔɔlɩ mɩ-kɩlaŋ, ɛlɛ́, me-liu wɛɛ se ɩna ɖama pʋtɔdɩyɛ.› » Yesu tasɩ yɔɔdʋʋ se: «Pɩtɛkɛ mbá pamaɣzɩɣ se pɛkɛ kʋtʋʋzaa yɔ pa-wayɩ mɔnkɔma. Ɛlɛ́, mbá pasɩm pa-tɩ se pɛkɛ kɩwɛɛkɩm laɖaa yɔ pa-wayɩ mɔnkɔm se pɛlɛɣzɩ wɛtʋ.»."
MAT.9.14,555,"At that time Johns disciples came and asked Jesus, Why do we and the Pharisees frequently fast, but your disciples never fast.","Yesu tɛm yɔɔdʋʋ ḿbʋ́ lɛ, Lɩm Sɔʋ Sɔnzɩ Laɖʋ Yohanɛɛsɩ tɔmkpɛlɩkɩyaa wolo ɛ-cɔlɔ nɛ pɔpɔzʋʋ-ɩ se: «Pɩlabɩ ɛzɩma ɖa nɛ Farɩsɩ ñɩma ɖɩhɔkʋʋ nɔɔ tam nɛ ñɔ-tɔmkpɛlɩkɩyaa ñaahɔkʋʋ?»."
MAT.9.15,555,"Jesus responded, The wedding guests cant mourn while the groom is still with them, can they? But the days will come when the groom will be taken away from them, and then theyll fast.","Peeɖe Yesu cosi-wɛ se: «Ɩmaɣzɩɣ se mbá paya-wɛ halɩkpaɣyɛ kazandʋ ɖeɖe yɔ, powoki pacaɣnɩ ɛsɛ ñɩŋɩyɛ nɛ pɔhɔkɩ nɔɔ halʋ kɩfalʋ walʋ ɛsɩndaa yaa we? Pɩɩlakɩ ḿbʋ́! Ɛlɛ́, pɔkɔŋ lɩzʋʋ walʋ ɛnʋ pɛ-hɛkʋ taa alɩwaatʋ natʋyʋ. Tɩ-taa pɔkɔŋ nɔɔ hɔkʋʋ.»."
MAT.9.16,555,"No one sews a piece of new, unshrunk cloth on old clothes because the patch tears away the cloth and makes a worse tear.","Yesu tasɩ-wɛ heyuu se: «Paakpakɩɣ pɩsaʋ kɩfalʋʋ hɔɔlaɣ nɛ pɔtɔnɩ wonuu kɩbɩnʋʋ. Pɩtɛkɛ ḿbʋ́, pɔcɔtʋʋ lɛ, hɔɔlaɣ ŋgá kasʋʋ nɛ kɔhɔ kɩbɩnʋʋ nɛ kɩtɛzɩ cɩyʋʋ.»."
MAT.9.17,555,"No one pours new wine into old wineskins. If they did, the wineskins would burst, the wine would spill, and the wineskins would be ruined. Instead, people pour new wine into new wineskins so that both are kept safe. .","Ɛtasɩ yɔɔdʋʋ ɖɔɖɔ se: «Paasuu sʋlʋm pɛŋ weyi ɩtɔwaa yɔ ɩ-taa. Pɩtɛkɛ ḿbʋ́, pʋkɔŋ se pɩpɩɣ yɔ, pɩyasɩɣ-ɩ nɛ sʋlʋm wɛɛkɩ pikpe tataa yem. Ɛlɛ́, pɛŋ weyi ɩtɔtɔɔ yɔ, ɩ-taa posuu nɛ pɩtɩŋa payɩ pʋwɛɛ pi-ɖeɖe camɩyɛ.»."
MAT.9.18,555,"While Jesus was speaking to them, a ruler came and knelt in front of him, saying, My daughter has just died. But come and place your hand on her, and shell live.","Yesu yɔɔdaɣnɩ Lɩm Sɔʋ Sɔnzɩ Laɖʋ Yohanɛɛsɩ tɔmkpɛlɩkɩyaa ḿbʋ́ lɛ, Yuda ñɩma sɔsɔ nɔɔyʋ wolo eluŋ ɛ-tɛɛ nɛ ɛtɔ se: «Mɛn-pɛlɛ sɩba lɛɛlɛɛyɔ. Ɛlɛ́, kɔɔ ɖiwolo nɛ ŋtɩnɩ ñe-nesi ɛ-yɔɔ nɛ efe.»."
MAT.9.19,555,So Jesus and his disciples got up and went with him.,Peeɖe Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa pakʋyaa patɩŋ-ɩ.
MAT.9.20,555,Then a woman who had been bleeding for twelve years came up behind Jesus and touched the hem of his clothes.,"Pɛɖɛɣaɣ ḿbʋ́ lɛ, halʋ nɔɔyʋ wobini Yesu wayɩ nɛ etukuni e-toko ndomiye. Halʋ ɛnʋ, calɩm kɛwɛɛ pikpeŋni-i nɛ pɩcɛyɩɣ-ɩ pɩŋŋ pɩnzɩ hiu nɛ naalɛ yɔ."
MAT.9.21,555,"She thought, If I only touch his robe Ill be healed.","Etukuni-i ḿbʋ́, mbʋ́ pʋyɔɔ yɔ, ɛɖʋ ɛ-taa se: «Yee manpɩzaa mehiɣ e-toko nɛ montukuna yɔ, mɔ-yɔɔ cɛkɩ.»."
MAT.9.22,555,"When Jesus turned and saw her, he said, Be encouraged, daughter. Your faith has healed you. And the woman was healed from that time on.","Ɛlabɩ ḿbʋ́ lɛ, Yesu kisi nɛ ɛna-ɩ nɛ eheyi-i se: «Mɛn-pɛlɛ! Đɔkɩ ña-tɩ! Lidaʋ ŋgʋ́ ŋwɛnɩ mɔ-yɔɔ yɔ, kɩlɩzɩ-ŋ pɩ-taa.» Kpaagbaa ḿbʋ́ lɛ, halʋ yɔɔ cɛ."
MAT.9.23,555,"When Jesus went into the rulers house, he saw the flute players and the distressed crowd.","Yesu ɖɛwa nɛ ɛtalɩ Yuda ñɩma sɔsɔ ɛnʋ ɛ-tɛ lɛ, ɛmaɣnɩ hɩsɩ hʋlɩyaa nɛ ɛyáa samaɣ posuni ɖɩɣa nɛ pamakɩ kubusi."
MAT.9.24,555,"He said, Go away, because the little girl isnt dead but is asleep ; but they laughed at him.","Peeɖe eheyi-wɛ se: «Ɩlɩɩ cɩnɛ, pɛlɛ ɛnʋ eɖou kuɖou, ɛtasɩ kɩsɩbʋ.» Ɛyɔɔdɩ ḿbʋ́ lɛ, powoŋ-i."
MAT.9.25,555,"After he had sent the crowd away, Jesus went in and touched her hand, and the little girl rose up.","Palɩzɩ ɛyáa awayɩ lɛ, Yesu sʋʋ kuduyuu tɛɛ nɛ ɛ́ɖɔ́kɩ pɛlɛ ɛnʋ e-nesi taa nɛ ɛ́lɛ́ kʋyɩ."
MAT.9.26,555,News about this spread throughout that whole region.,"Pɩlabɩ ḿbʋ́ lɛ, tɔm ńdʋ́ tɩcɔɔ egeetiye ńɖɩ́ ɖɩ-taa payɩ."
MAT.9.27,555,"As Jesus departed, two blind men followed him, crying out, Show us mercy, Son of David.","Pʋwayɩ lɛ, Yesu kʋyɩ Yuda ñɩma sɔsɔ ɛnʋ ɛ-tɛ se ekpeŋ. Ekpeŋaɣ lɛ, yʋlʋmaa naalɛ nabɛyɛ tɩŋɩɣ ɛ-wayɩ nɛ pamakɩ kubusi se: «Wiyaʋ Daaviidi Sayɩ! Na ɖa-pʋtɔdɩyɛ.»."
MAT.9.28,555,"When he came into the house, the blind men approached him. Jesus said to them, Do you believe I can do this? Yes, Lord, they replied.","Ɛtalɩ ɖɩɣa lɛ, yʋlʋmaa ḿbá powolo ɛ-cɔlɔ. Peeɖe ɛpɔzɩ-wɛ se: «Ɩwɛnɩ lidaʋ mɔ-yɔɔ se manpɩzɩɣ malabɩ-mɩ mbʋ́ mi-liu wɛɛ yɔ yaa we?» Paba cosi-i se: «Ɛɛɛ, Kɩpaɣlʋ ŋpɩzɩɣ.»."
MAT.9.29,555,"Then Jesus touched their eyes and said, It will happen for you just as you have believed. .",Peeɖe etukuni pɛ-ɛsɛ nɛ eheyi-wɛ se: «Pɩla ɛzɩ ɩwɛnaʋ lidaʋ yɔ.».
MAT.9.30,555,"Their eyes were opened. Then Jesus sternly warned them, Make sure nobody knows about this. .","Ɛyɔɔdɩ ḿbʋ́ lɛ, pɛ-ɛsɛ kuli. Ɛlɛ́ ɛka pa-ñʋŋ taa se: «Ɩkpa mɩ-tɩ ɖeu, ɩtaaheyi-tʋ nɔɔyʋ.»."
MAT.9.31,555,But they went out and spread the word about him throughout that whole region.,"Patɩlɩ peeɖe lɛ, pamaanɩ Yesu tɔm yɔɔ nɛ pɔcɔɔ pe-egeetiye tɩŋa taa payɩ nɛ pasaŋ-ɩ."
MAT.9.32,555,"As they were leaving, people brought to him a man who was demon-possessed and unable to speak.","Yʋlʋmaa ḿbá pɛɖɛɣaɣ lɛ, nɔɔyʋ woni abalʋ nɔɔyʋ Yesu cɔlɔ. Eleeu nɔɔyʋ wɛ ɛ-wayɩ nɛ ɛpɩsɩ-ɩ kaayɔɔdaɣ."
MAT.9.33,555,"When Jesus had thrown out the demon, the man who couldnt speak began to talk. The crowds were amazed and said, Nothing like this has ever been seen in Israel.","Yesu ɖɔɔnɩ eleeu ɛnʋ nɛ abalʋ ɛnʋ ɛpazɩ yɔɔdʋʋ nɛ ɛyáa samaɣ yɩɣyɩɣ-ɩ nɛ kɔtɔŋ se: «Đooo yɔ, nabʋyʋ talabɩdɩ Izrɛɛlɩ ɛjaɖɛ taa ɛzʋnɔ!»."
MAT.9.34,555,"But the Pharisees said, He throws out demons with the authority of the ruler of demons.",Peeɖe Farɩsɩ ñɩma tɔm se: «Aleewaa caa hanɩ-ɩ ɖoŋ nɛ ɛɖɔɔnʋʋnɩ aleewaa.».
MAT.9.35,555,"Jesus traveled among all the cities and villages, teaching in their synagogues, announcing the good news of the kingdom, and healing every disease and every sickness.",Yesu cɔwaɣ tɛtʋ sɔsɔtʋ nɛ cikpetu patɩŋa pa-taa nɛ eheyiɣ ɛyáa Ɛsɔ Kewiyaɣ Laŋhɛzɩyɛ Tɔm Ɛsɔ ɖɩsɛyɛ taa nɛ ɛlakɩ nɛ kʋdɔndɩnaa ndɩ ndɩ nɛ ajamaa ndɩ ndɩ patɩŋa pɔ-yɔɔ cɛkɩ.
MAT.9.36,555,"Now when Jesus saw the crowds, he had compassion for them because they were troubled and helpless, like sheep without a shepherd.","Ɛna ɛyáa samaɣ lɛ, pɩlabɩ-ɩ pʋtɔdɩyɛ nɛ kɛ. Mbʋ́ pʋyɔɔ yɔ, pɩɩkɩlɩ-wɛ nɛ pekiitiɣ yem ɛzɩ heŋ weyi ɩfɛyɩnɩ ninɖiɣyu yɔ."
MAT.9.37,555,"Then he said to his disciples, The size of the harvest is bigger than you can imagine, but there are few workers.","Peeɖe eheyi ɛ-tɔmkpɛlɩkɩyaa se: «Kʋmtʋ ɖɔwa, ɛlɛ́, kʋnɖaa tɔɖɔɔ."
MAT.9.38,555,"Therefore, plead with the Lord of the harvest to send out workers for his harvest. .","Pʋ-yɔɔ lɛ, itendi tɩ-tʋ nɛ ɛsɔzɩ kʋnɖaa sakɩyɛ nɛ pasɩnɩ-mɩ kʋm.»."
MAT.1.1,555,"A record of the ancestors of Jesus Christ, son of David, son of Abraham:.","Yesu Krɩstʋ weyi ɛ-cɔzɔ lɛ Daaviidi nɛ ɛ́lɛ́ cɔzɔ lɛ Abraham yɔ, ɛ-cɔzɔnaa hɩla yɔ:."
MAT.1.2,555,Abraham was the father of Isaac. Isaac was the father of Jacob. Jacob was the father of Judah and his brothers.,"Abraham lʋlɩ Izaakɩ, Izaakɩ ñalʋlɩ Yakɔɔbʋ, Yakɔɔbʋ ñalʋlɩ Yuda nɛ ɛ-ɖalaa nɛ e-newaa."
MAT.1.3,555,"Judah was the father of Perez and Zerah, whose mother was Tamar. Perez was the father of Hezron. Hezron was the father of Aram.","Yuda ñalʋlɩ Faarɛɛzɩ nɛ Zaaraa. Payaɣ po-ɖoo se Tamaarɩ. Faarɛɛzɩ ñalʋlɩ Ɛsrɔm, Ɛsrɔm ñalʋlɩ Aram."
